Mensaje,Clasificación
"El traer empresas no es solamente porque el presidente lo quiera. Hay muchísimas cosas que se requieren para que una empresa decida venir a invertir a esta ciudad.
Lo principal es el pago de los impuestos y mas impuestos que deben pagar para poder establecerse y arrancar para apenas ver si les ira bien o mal, ademas de las leyes del seguro, infonavit, permisos, etc etc... todas estos asuntos y mas son las cosas que una empresa evalúa antes de pensar en abrir alguna planta. No porque el presidente les diga: vengan aquí, todo esta muy bonito quiere decir que lo van a hacer.
San Luis es una de las peores ciudades del mundo en cuanto a los gastos de luz por ejemplo, la cual es mas cara que otras partes y todos sabemos que por fuerza se requiere refrigeración.
Así que no porque un candidato les diga que va a traer empresas quiere decir que hay que votar por el, la realidad es que hay muchas cosas que se pueden proponer para mostrar al pueblo que de verdad quieres hacer algo bueno y para eso no necesariamente tienes que ser presidente, lo puedes lograr de muchas maneras, no solamente ostentando el puesto de Presidente Municipal.
Esa es mi opinión y no le voy a ningún partido político.",
ya dejamos que Pri y Pan nos ROBEN ahora hay que darle chanza a un nuevo partido!!,
Es es mi gallo,
Morena. Si quieres ganar las elecciones. Ofrece subir los sueldos para que los ricos no se queden con todo promete subirnos los sueldos a los san luisinos y derrcho al triunfo,
HAHA FIERRO PARIENTE VAMONOS CON LA MORENA,
"Pues eso es lo k ocupa san luis para acabar con vicios delincuencia ydemas ""empleos""",
"Recuerdo cuando llegue a san Luis con mis padres esta ciudad prometía mucho estaba la exportex poder 1 toy dawood entre otras y ahora esta fea desordenada me da tristeza abren una maquiladora y la cierran en 6 meses, inseguridad creciendo no hay empleo y los que ahi  ck oxxo y car wash y te pagan 850 desde entonces siempre votan por pan pri  chole , si no hace nada porque los siguen como borregos, morena y yescas ahi que darles chance, y luego pa que no digan esque siempre hacen lo mismo no hacen nada recuerden ellos trabajan por nosotron, y si no nos gustan los sacamos",
"BUENA PROPUESTA, SR SANTOS GONZALES, SI SE PUEDE LOGRAR ESO AQUI EN SAN LUIS.",
asi dicen todos y nadie cumple ya que estes en la silla a ver si no vas a cobrar sueldo como presidente eso nadie lo cree,
Ahora si va ganar,
"Nos han prometido tantas cosas 
y no nos han dado nada 
igualdad, respeto, y tolerancia 
es lo que pide mi raza 
estoy cantando por toda mi gente 
no lo olviden tenganlo presente 
y aquellos a los que no querian 
hoy los hacen presidentes...(8) 

:'( ...",
A mi punto de vista ..Porke no darle la opotunidad a un partido nuevo MORENA creo sería buena decicion.....Porke siempre PAN y PRI.....Vamos a por MORENA .....a SLRC le falta gente con nuevas Ideas y Propuestas..creo MORENA es un Partido más Humanista,
No creo,
La gente ya se harto de los demás,
Mejor dinos como.... No son enchiladas amigo!,
Esperemos que la gente sepa elegir y elija a santos yescas.,
"Eso es lo que ocupa san Luis, dándole oportunidades a las empresas. Favorece las oportunidades de empleo.",
Ánimo si se poede,
Bamos Miorena,
Vamos por morena ala presidencia,
https://www.facebook.com/SGYescas/videos/vl.1057077677653144/1453511874941798/?type=1&theater,
https://www.facebook.com/SGYescas/videos/1454118098214509/,
https://www.facebook.com/SGYescas/videos/1453011468325172/,
"Yo quería votar por el, pero cuando llego saludando a mi trabajo, le cuestione que no me parecía su propuesta de renunciar si las cosas no se daban en un año ,,, que no se de por vencido y que de la batalla hasta el final,,,  pero veo esto y ya veo que si nos dejara tirado el changarro,,, ahora no se ni a cual ir le.",
Buenos días ese fue mi punto de vista como yo observo las cosas me gusta que los candidatos propongan propuestas congruentes que al ciudadano hagan creer en la política y en los futuros mandatarios qué harán el cambio para un san luis próspero contrabajo humildad perseverancia lo que no nos gusta a muchos y en especial a un servidor es la política negras porque porque nosotros los ciudadanos ya sabemos qué tienen en cada partido o lo que se ha hecho osea dejado de hacer en cada trienio es mi punto de vista y espero que al señor santos y al partido morena le vaya muy bien pero que deje a un lado la política negra propuestas cambio es lo que queremos hay sobre todo se me olvida por favor no se olviden de las personas humildes y me refiero a las que viven después del canal no tienen luz y así han vivido desde el 2008 si nomás me acuerdo candidatos van candidatos vienen y de estas personas nadie se acuerda señor santos ahí en ese lugar tiene mil votos acuérdese de ellos seguridad pública acuérdese de ellos tiene mil votos los comerciantes del centro tiene dos mil votos y el pueblo en general para ganar y hacer el cambio que urge ya en san luis gracias,
No se confundan las propuestas nunka las cunplen cuntos años emos sido gobernados por en pan y el pri y cules son los resultados estamos peor cada salarios bajos desempleo inseguridad y los inpuestos cada bes suben ay q darle la opurtunidad a otros partidos q si pueden aserlo vien,
Mut pesimo para expresarse y las propuestas?  Bien gracias.. puro atacar.. pa ra mi ignorancia total.. sorry no llenaste para nada mis espectativas,
"Mi voto es para este señor.
Total",
Como me cae gordo el panzón del Enrique Reyna (pinches ratas). Votaré por Santos.,
porque se brinco santos gonzales yescas del PRD  a morena por que no le dieron hueso   o por que  que alguien me explique,
El miedo no anda en burro....vamos borregos....,
.i. Puras calabazas,
Tienes  mi voto santos,
Yo no lo.mire  :-(,
Le bajaron al micro los hijos de la chingada.,
Lo callaron x que tenia la razón ahora si muy amigos el pan y el pri  pero no importa ya sabemos  x quien votar,
Le apagaron el micrófono? Propuestas de los partidos?,
Pero que es lo que quería decir? No dijo nada,
Lo volveran a pasar???,
Imoon,
Todos por morena!!!!,
"Por que callar la voz del pueblo, cuando a gritos pedimos un cambio?",
Tienes mi voto santos,
No. Sabe que decir y menos como da pena escuchar que este tipo. De personas quiran ablar demoral y en su casa ni caso les hacen por esocambio de partido se divorcio de manera escandalosa y de poco respeto Santos morena amlo no tienes valor moral para aspirar hacer un representante menos para ser un lider y administrador de ungran pueblo diverso como SAN LUIS RIO COLORADO.,
La campaña se forma con trabajo y Enrique reina es y sera presidente porque sabe lo que es trabajar,
"HAY SEÑORA,CUANDO LE DIERON ,MEJOR QUEDESE EN CASA .",
Esta señora los tiene bien puestos jeje,
Así son de valientes todas las mujeres de MORÉNA. Mis respetos para todas ellas y en especial para esta compañera que a sus años esta apoyando con la esperanza de transformar a México.,
"jaja muy bien x la señora, no se quedo con las ganas de decir nada, como debe de ser,. ,, ojala y ganAra Santos González Yescas  porque nosotros los ciudadanos seremos los verdaderos ganadores",
Ánimo santos!,
Suerte; hermano🙏🏻indudablemente eres el mejor💯,
"Santos González Yescas Animo,,,,a darles con todo a esos pinches vividores!!!........................................R.G.M.",
suerte SGY.,
GENTE DE CONFIANZA GENTE QUE SI  ESTARAN .PARA ESCUCHAR TUS NECESIDADES Y APOLLARAN A KIEN SE LOS PIDA YO SI ESTOY CON MORENA Y CON EL COMPA SANTOS GONZALEZ YESCAS Y SU GRAN EQUIPO GENTE HUMILDE QUE SANLUIS MIRO NACER.. BAMOS CON TODO  MI GENTE DE MORENA.,
Equipazo!,
Santos la esperanza de San Luis vota Morena,
Saludos.,
Llego la hora del cambio verdadero por un mejor San Luis Vota Por Santos Gonzalez Yescas nuestra esperanza nuestra mejor opcion Sanluisinos 👍👍👍👍👍👍👍👍👍,
"aunque fue priista fue la esperanza que su propio partido traiciono, pero como no ha habido uno mas con tal valor, los jovenes deben de sentir en este ejemplo alquien que deseaba lo mejor para su pueblo, entonces votemos por la esperanza y saquemos a los traidores del gobierno ya basta que se sigan burlando de nosotros, necesitamos sangre nueva en el gobierno votemos por  Morena San Luis RC https://www.youtube.com/watch?v=IGtuj8twaxw",
por si no lo creen esta es la evidencia de la traicion de parte de reina y pantoja y asi quieren que creamos en sus mentirosas camapanas    https://www.youtube.com/watch?v=SF6n0pKujcY,
"al pueblo de SAn Luis ya se le olvido que un traidor pretende con sus mentiras volver a gobernarlos, aun que a sabiendas que cuando fue presidente nada hizo por nosotros los sanluisinos, tengamos dignidad",
"la gemte que apoya al profirio diaz del pan,no se da cuenta que tiene 18 anos de experiencia, pero no de servir al pueblo sino de servirse de el, durante las campanas prometio y prometio y solo se sirvio, fue el principal palero de padres cuando fue diputado local, fue el que ademas nos robo el nombre del CESUES, junto con otra traidora LEslie Pantoja igual del pan",
"Si el debate fuera para saber quien miente mejor o quien hace las mas absurdas promesas de seguro ellos ganaron porque de eso si tienen experiencia  , para eso son muy buenos y lo han demostrado  robar y enganar ese  es su oficio no se desanime  Santos gonzales yescas adelante",
Disculpen ustedes si no les creo nada nada nada cuando se a sabido que cumplan las promesas ninguno de ello.,
HAY QUE RECORDAR QUE MORENA ES UN PARTIDO  JOVEN Y QUE VIENE REPRESENTANDO Y LUCHANDO POR LOS POBRES LA GENTE HUMILDE Y TRABAJADORA POR UN FUTURO MEJOR MEJORES SALARIOS MEJORS OPORTUNIDADES DE INTEGRARCE A UN MEJOR NIVEL DE VIDA  SIN TENER QUE EMIGRAR Y DEJAR SUS FAMILIAS SOLAS UN CAMBIO SI SE LO MERECEN TODO MEXICO NECESITA ESTE CAMBIO Y CON MORENA SERA POSIBLE  SANLUIS RIO COLORADO YA TIENE UNA ESPERANZA Y SANTOS GONZALEZ YESCA CON MORENA  VIENEN ASER ESE CAMBIO QUE SI NOS ASE FALTA....,
,
,
"nuestro CESUES querido,, hasta el nombre nos robaron Santos Gonzalez Yescas disque mas beneficios,, no tomaron en cuanta a los Egresados Cesues San Luis",
"Ciudadanos De San Luis tomemos conciencia de nuestro Voto, Vota Santos Vota Morena es el momento de la regeneracion en San Luis y regeneracion Nacional",
"SANLUISINOS 
NO VOTEN. X PAN",
,
"NO VOTEN. X PAN 
SANLUISINOS 
SON RATAS. LADRONES Y ROBAN BANCADA DEL PAN.,EN SAN LUIS SONORA 
NO VOTEN. X RATAS DEL PAN",
,
"Nuestra clase política solo obedece ordenes de sus jefes. No trabaja pues, solo levanta dedos. Que pena.",
"PRESIDENTE. GUILLEN. ES UN RATA LADRON. NO VOTEN X PAN 
Y GUILLÉN 
PRESIDENTE. DE SAN LUIS SONORA 
COMPRO. CASA EN. MEXICALI B.C LE COSTO 12,000,000.00 EN ZONA. RESIDENCIAL. SAN PEDRO.,MEXICALI B.C,SI ALLA. VIVE SU ESPOSA. HIJOS. Y EL .
EL PRESIDENTE. DEL PAN..GUILLÉN,ES UN LADRÓN,
SAN LUIS SIN PAVIMENTO. Y EL ROBANDO RATA,LADRON 
NO VOTEN. X PAN",
"Solo  pasa en pueblos donde la ignorancia, es ademas ciega y sorda....",
510 vamos por más!,
"Pablo Fonseca, yo te puedo responder!!!  El si cumple lo que promete y sin necesidad de estar en campaña!! A mi me apoyo con sus consejos, me dio una oportunidad de empleo y me ayudo con uno de los requisitos mas importantes para realizar un viaje al extranjero gracias a una beca que gane en CESUES 2012 (Actualmente UES)",
vamos a transformar San Luis!,
Podria por favor verdadero cambio de que? Es de adeveras? Porque todos han dicho lo mismo y todos han mentido.  Pregunta  que tiene usted de especial y verdadero cambio de que??????,
502,
501,
"SANLUISINOS 
NO VOTEN. X PAN 
SON RATAS. LADRONES. EL PRESIDENTE. GUILLEN. ROBO EL LADRÓN. Y LAS CALLES. FEAS SIN PAVIMENTO 
EL PRESIDENTE. GUILLEN. DE SAN LUIS SONORA 
COMPRO CASA MEXICALI BC. LE COSTO. 12,000,000.00 
Y VIVE ALLA SU ESPOSA. HIJOS. Y EL
ZONA. RESIDENCIAL. SAN PEDRO.MEXICALI BC
EL COSTO 12,000,000.00
NO VOTEN. X PAN",
Santos la mejor opción para san Luis. Sus valores lo demuestran.  Todos vamos juntos con el,
Eso es bueno para todos  animo MORENA lo mejor,
"Animo, MORENA",
Bamos con todo merena es el xambio que.san luis ocupa,
Mi voto va x morena animo!!!,
"SANLUISINOS 
   SANLUISINOS 
       NO.VOTEN.X PAN",
"SANLUISINOS 
   SANLUISINOS 
       NO.VOTEN.X PAN",
"HOY SON PROMESAS  CON TU AYUDA SE CONVERTIRAN EN RESPUESTAS MANANA, PERO PARA ESO SE NECESITA DE TU APOYO, SI CREES QUE Santos González Yescas ES MALO, COMO LO SABES  SI NO LE DAS LA OPORTUNIDAD,  COMO TE VA A CUMPLIR SI QUIERES SEGUIR DANDO TU APOYO A QUIENES SE HAN BURLADO DE TU VOTO, O QUIERES EL MISMO PAN DE SIEMPRE, QUE NO HA PODIDO SACAR A SAN LUIS DEL BACHE ECONOMICO, QUE ELLOS MISMOS HAN PROPICIADO O EL MISMO PRI, YA SE TE OLVIDO ""EL TRABAJO DEL BALDE"", QUE AUN CON LA DEMANDA QUE TUVO POR ROBO SIGUE EN LA CONTIENDA SIN LA MAS MINIMA VERGUENZA, NECESITAMOS UNA NUEVA PROMESA POLITICA, O QUE VAS A APLICAR EL REFRAN "" DE MAS VALE MALO POR CONOCIDO QUE BUENO POR CONOCER"", YO APLICARIA ENTONCES SI NO DESPIERTAS,  ""EL QUE NACE PARA  MACETA NO SALE DEL CORREDOR"".",
"SANLUISINOS 
NO VOTEN. X PORQUE 
SON RATAS POLÍTICOS. PANISTAS 
RATAS",
Y SEGURIDAD PUBLICA?????             NINGUN CANDIDATO HABLADE ESO Y SIN UNA BUENA POLICIA NO HABARA ORDEN NI RESPETO PARA LA CIUDADANIA,
También queremos un puente para el rio,
"SANLUISINOS 
NO VOTEN. X PAN 
EL PRESIDENTE. DE SAN LUIS R.C SONORA 
RATA LADRON 
GUILLEN.,COMPRO. CASA MEXICALI B,C EN ZONA. RESIDENCIAL. EN.SAN.PEDRO.,Y LE COSTO 12,000,000.00 
SI ALLA. VIVE SU ESPOSA. HIJOS. Y EL
EN MEXICALI BC.
Y EN SAN LUIS SONORA 
LAS CALLES. SI N PAVIMENTO 
KBARBARO 
NO VOTEN. X PAN 
POR FAVOR 
EL PRESIDENTE. GUILLEN. E S UN DELINCUENTE. RATA LADRON. PANISTAS.,DISQUE.POLÍTICO.,SOLO ROBA.A SAN LUIS SONORA 
Y POR ESO TRAJO LAS TONELADAS. DE BASURA. DE MEXICALI. A TIRAR A SAN LUIS Y CON DOMPES DE SAN LUIS Y GASOLINA EL RATA BERRINCHUDO. Y LADRON DE GUILLEN.PRESIDENTE. DE SAN LUIS. SONORA.
KCORAJE.NO VOTEN. X PAN 
SI LA CASA. MANSION LE COSTO DOCE MILLONES. EN SAN PEDRO. RESIDENCIAL 
MEXICALI B.C
EL Y SU ESPOSA. NO ERAN RICOS NI MILLONARIOS.
ROBO EL RATA LADRON DEL PRESIDENTE. DE SAN LUIS SONORA 
GUILLÉN. ES UNA ESCORIA. DE LA SOCIEDAD. DE SAN LUIS. SONORA 
PUROS POLÍTICOS. PANISTAS. RATAS. EN SONORA 
NO VOTEN. X PAN 
SANLUISINOS 
POR FAVOR 
NO MAS ATRASO 6AÑOS. DE MISERIA. SAN LUIS SONORA 
NO VOTEN. X PAN 
GUILLÉN. SI TU PRESIDENTE. DE SAN LUIS RATA PERRO..RATERO
BERRINCHUDO 
LADRON. CARCEL.DEBES DE ESTAR.RATA DE GUILLEN.P",
,
"Animo, lo apoyamos!!",
No cabe duda que las personas cada ves tienen menos valores y no conocen lo que es el Respeto. #SantosYescas #LaesperanzadeSanLuis.,
Ya fueras hasta gobernador si no te hubieras salido de PRI..,
"Animo compa si se puede, a darle con todo, usted es el bueno",
Santos yo si te creo por que te conosco,
No esta prohibida hay ciertas especies en peligro de extinción. Pero ya se están asiendo un estudio para levantar la prohibición por la sobre población de algunas de estas. Carlos Lopez Jaime,
"Mejor.
-Generar industria pesquera sustentable (no regalar cosas)
-Modernizar el aeropuerto, sin construir nuevos (sin daños al ambiente)
-Generar un Ecoturismo sustentable (no regalar dinero ""para invertir"")",
,
Lo que es abrir la boca a lo peñanieto!!!!,
K paso conel famosa malecón,
Ánimo santos !!,
Me parece buena la propuesta,
"Que le pasa a este pendejo , que no se dio Cuenta que el pendejo mayor de este pais o sea penanieto declaro
Hace apenas un mes que prohibia la pesca en el alto golfo de California. Hay que tener cuidado con estos cabrones dizque candidatos que prometen mejoras cuando deberian de saber que la pesca en el golfo esta prohibida",
BUEN GALLO!!!,
"SANLUISINOS 
.NI UN VOTO. AL PAN 
RATA GUILLEN. ROBA MILLONES. AL PUEBLO",
Puras promesas k pasocon,
Muy padre,
donde esta hoy?,
Donde esta esta?,
y aqui en la colonia del bosque cuando,
"Estará hoy en la Tabasco y 38, a las 6:30pm",
"Santos Gonzalez Yescas,,por favor mande el video del debate,,gracias..........................R.G.M.",
"SANLUISINOS 
NO VOTEN. X. PAN 
GUILLÉN. COMPRO. CASA MANSION. EN MEXICALI BC
CON.DINERO. DEL PUEBLO. 
LA CASA LE COSTO. 12,000,000.00 SI VIVE MEXICALI BC
SU ESPOSA. HIJOS. Y EL 
ZONA. RESIDENCIAL. SAN PEDRO.
POR ESO NO PAVIMENTO 
San LUIS SONORA 
Y TRAE BASURA. TONELADAS DE MEXICALI. A TIRAR A SAN LUIS SONORA. YCON LOS DOMPES. DE SAN LUIS Y GASOLINA DE SAN LUIS Y LE PAGAN. Y EL DINERO. A LA BOLSA. DE L PRESIDENTE. PANISTA RATA LADRON. CORRUPTO 
SI 
NO VOTEN. X PAN 
GUILLÉN.  COMPRO CASA. MEXICALI. DE DOCE MILLONES 
ZONA. RESIDENCIAL. PRIVADA. San PEDRO.MEXICALI BC
SI SU ESPOSA. Y SUS HIJOS. SI VIVEN. ALLA EN MEXICALI BC,Y PAGO LA CASA QUE COMPRO. CON.DINERO. DEL PUEBLO. DE SAN LUIS SONORA 
GUILLÉN. PRESIDENTE. ES RATA.
NO VOTEN. X PAN",
"Y si cumple, se los dice su hermano orgulloso!",
Asi es hno alejandro es un orgullo tener un hno honesto como lo es santos el triunfo es para nuestro lider,
Yo tambien creo k si va a cumplir x k conosco Alejandro Gonzalez Yescas y s k ayuda alos demas sin esperar  nada a cambio votemos x # morena,
"a travez de las redes sociales se llega mas a la gente, presente junto con  la imagen tus propuestas de gobierno Santos González Yescas",
"Poner la Luz y el Agua es cuestion de VOLUNTAD, SOLIDARIDAD y SENSIBILIDAD Estimada Da Danny.
Y Gracias a todos por su apoyo incluyendo a mi amigo Jose Martin Arreola que por cierto me hizo muy bonita Cancio.",
Voluntad es la palabra!,
"Una pregunta xk los anteriores y el actual ayuntamiento no han podido ponerle luz  a esta colonia x ser cfe dependencia federal , ni siquiera agua siendo un organismo local",
es verdad q muchos han prometido poner agua y luz y nadie ha cumplido y si ud.gana esperemos q no se le olviden sus propuestas,
No lo conosco personalmente pero me inspira gran confianza. Mi voto es para usted.,
Bravo por todas tus propuestas esperamos qe ganes y cumplas todas tus propuestas,
ESTAMOS CONTIGO SANTOS GONZALEZ YESCAS SI KEREMOS ESE CAMBIO  SI ASE MUCHA FALTA SI A MORENA LA ESPERANZA DE SANLUIS EL PELAO ARREOLA AL 100% CON SANTOS GONZALEZ YESACAS Y MORENA   BAMOS SANLUISINOS A VER ESE CAMBIO POR UN FUTURO MEJOR. PARA NOSOTROS Y NUESTROS HIJOS,
DAR al pueblo en lugar de QUITARLE al pueblo!,
Bendiciones hermano x tan hermoso gesto 👍😉😘🙏,
Santos es el mejor candidato unase a la causa,
Es todo Santos...adelante,
"MORENA san luis sonora nace con su primer gestión en un bastión de lucha social y política como es la colonia 10 de abril ""ÁNIMOS SANTOS YESCAS""",
Me gusta que con hechos demuestre las cosas SANTOS YESCAS y mas para esa familia desamparada pongale la muestra alos demas candidatos que nomas viven del pueblo,
"Solo 2000 ladrillos? Y ya? Para.una casa digna se necesita muchisisisisimo mas,.hacemos.cuentas?",
Anahy Hernandez,
Esos de los sindicatos CETEMISTAS CENECISTAS DEJEN DE ESTAR MANIPULADOS EL CAMINO ESTA ENNLA.IZQUIERDA EL CAMINO ESTA EN MORENA,
"MORENA SIGNIFICA: MOVIMIENTO DE REGENERACION NACIONAL. Y REGENERACION SIGNIFICA RECONSTRUIR, VOLVER A HACER",
"Arriba Santos Gonzales el de las mejores propuestas el no pienza cobrar su sueldo si lo apoyamos con el voto. Vota ñ
Por Santos vota MORENA",
"Jose Fermin Garcia Puga, su comentario es de gran valor para decirles a los candidatos del PRI y del PAN por el derroche de dinero que hicieron y que estan por hacer. Quienes trabajan en este crucero no reciben un solo peso por hacer propaganda y publicidad hacua nuestra campaña que representa la unica esperanza de san luis, empresarios,  trabajadores, agricultores, mi familia y parte de mi equipo de campaña son quienes en las fotografias se aprecia haciendo campaña y respecto a publicidad y volantes son mia amigos empresarios y mis hermanos quienes han hecho la aportacion a esta campaña. Reitero mi apoyo a las familias marginadas, vamos a servir en primer lugar a los pobres, a quienes mas lo necesitan, a las familias de las colonias topahue, 10 de abril, ej la grullita, etc. le agradecere el apoyo a usted y sus compañeros bomberos. Muchas gracias.",
Y si lo dice lo cumple. Demos confianza vota MORENA.,
A echarle ganas tito saludos,
,
ya es hora de k dejen de gobernarnos los ricos tu tito eres buena opcion es cuestion k la gente obrera y la mas jodida k creo somos mayoria es hoa de abrir los ojos,
"suerte,,,,,VIEJON,,,,,!!!!!!",
Mucha suerte !!,
